Gender,Weapon,Season,Competition,Date of Duel,Athlete Name,Athlete Year End World Ranking,Athlete Hand,Opponent Name,Opponent Year End World Ranking,Opponent Hand,Result,Hit,Counter-Hit
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,DOMINGUEZ Jose Felix,179.0,R,PETROV Roman,105.0,R,Loss,13,14
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,ROSELLO Pau,210.0,R,PITRA Pavel,9.0,R,Loss,12,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,THOMPSON Soren,,R,HARTMANN Florian,597.0,R,Won,15,6
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,SCHMIDT Richard,195.0,L,CORDEIRO Joao,87.0,L,Loss,8,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,PAULOUSKI Dzianis,149.0,L,SUN Dongdong,,R,Loss,6,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,SVALHEIM Anders,405.0,R,REIN Stephan,59.0,L,Won,15,12
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,ABAJO Jose Luis,98.0,R,HADZIC Alen,,,Won,15,13
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,VON DER OSTEN Frederik,148.0,R,BIJKER Peter,,L,Won,15,7
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,PETERDI Andras,135.0,R,NECKOVIC Vladan,664.0,R,Won,9,3
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,JIANG Chenyang,205.0,L,NOLLNER Dylan,,R,Won,15,12
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,SAIF Mohannad,46.0,R,YARINOVSKY Roman,1006.0,R,Won,15,11
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,CAROZZO Stefano,,L,BOJTE Yusuf,,R,Won,15,7
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,BIDA Sergey,92.0,L,SANTARELLI Andrea,30.0,R,Won,15,8
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,NICKEL Heinz,157.0,R,ALEXANIN Dmitriy,54.0,L,Loss,10,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,BAS Marcel,288.0,R,TAUFFENBERGER Arnaud,,L,Won,14,10
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,SOKOLOVSKI Vitali,189.0,R,HEIDECKER Pascal,964.0,R,Loss,12,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,KUCHALSKI Tim,209.0,L,AJZENSTADT Ido,913.0,R,Won,15,8
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,HERNANDEZ Dimas Ernesto,,R,TRAGER Matthew,,L,Won,15,11
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,NIGGELER Michele,143.0,R,BUHDEIMA Khaled,115.0,R,Loss,10,11
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,GUSTAVSSON Christian,,,ROD Max,202.0,L,Loss,9,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,FEROT Francois Xavier,825.0,R,BAYER Thorsten,,R,Won,15,8
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,HOFER Nikolaus,1063.0,L,TACCANI Alessandro,103.0,R,Won,15,12
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,POP Adrian,151.0,R,BELLMANN Lukas,304.0,R,Won,15,11
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,VIDEIRA Joaquim,136.0,R,BRUTTINI Lorenzo,138.0,R,Won,15,12
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,HEREY Anatoliy,61.0,R,ROSLANDER Kasper,141.0,R,Won,12,1
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,GLUHIC Gal,604.0,R,JIAO Yunlong,19.0,R,Loss,5,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,GLEBKO Anton,96.0,R,PIREK Valentin,284.0,L,Won,11,7
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,KIM Dongha,,L,TSINIS Alexander,298.0,L,Won,15,12
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,HAYASHI Shigeki,971.0,L,REGIBEAU Gaspard,963.0,R,Won,15,13
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,NYCZ Mateusz,220.0,R,MORATILLA Miguel,106.0,R,Loss,12,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,INOSTROZA BUDINICH Paris A.,107.0,R,SZILAGYI Adrian Ciprian,114.0,R,Loss,10,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,MULTERER Niklas,84.0,R,PRYOR Jason,58.0,R,Won,15,14
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,BRINCK-CROTEAU Maxime,44.0,R,KEREKES Erwin,,R,Loss,14,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,LUGONES RUGGERI Jesus Andres,133.0,R,GOLOBIC Jan,412.0,L,Won,15,8
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,GUILLEMIN Leland,108.0,R,LAHTINEN Alexander,132.0,R,Loss,13,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,CUPR Michal,1057.0,R,YAU Shun Him Himson,721.0,R,Won,15,14
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,RIVERA RIVERA Christian J.,182.0,L,SBARCIA Alin,539.0,R,Loss,9,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,BADGER Peregrine,874.0,L,KOMAROMY-POROS Csongor,1102.0,R,Won,15,11
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,REIZLIN Igor,130.0,R,TONG Chun Kit Jonathan,959.0,R,Won,15,2
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,JARL Henrik,332.0,L,SOMFAI Peter,75.0,R,Loss,3,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,NICKEL Rolf,221.0,R,CITRO Fabrizio,377.0,L,Loss,6,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,STEINBERGER Raphael,942.0,L,WEIDLICH Reinhard,,L,Won,15,11
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,KRAWCZYK Pawel,854.0,R,BRUNOLD Bruce,166.0,L,Won,15,8
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,RUDENKO Sergej,490.0,R,FERREIRA Nicolas,113.0,R,Loss,11,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,DONG Chao,126.0,L,LAI Clarence Ka Tsun,160.0,L,Won,15,11
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,SHERRILL Edward,,L,KIM Sangmin,176.0,R,Loss,13,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,LEBLANC Marc-Andre,,R,MAISONET Hector,237.0,R,Loss,11,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,KRUCZEK Piotr,309.0,L,LIMARDO Francisco,45.0,R,Won,15,11
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,PIASECKI Bartosz,74.0,R,VINNICKY Ariel,281.0,R,Won,15,10
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,IVANOV Michail,,R,RICHTER Arne,1129.0,R,Loss,14,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,KITAMURA Naoyuki,303.0,R,WEITBRECHT Moritz,1105.0,R,Loss,13,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,FREIMAN Samuel,,L,HORANYI Andras,292.0,R,Loss,14,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,MONICH Dzmitry,949.0,R,CIPAR Stefan,276.0,R,Won,15,8
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,ELSAGHIR Ahmed,,R,LARSSON Adam,188.0,R,Loss,14,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,BOISVERT-SIMARD Hugues,80.0,R,KRAMARICS Zoltan Michael,,R,Won,15,14
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,LU Min Nicola,909.0,R,CANAS Kelvin,104.0,R,Won,15,9
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,JARVE Sven,828.0,L,GRYAZNOV Dmitriy,798.0,R,Won,15,7
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,CHERNYKH Alexander,63.0,R,DION Justin,,L,Won,15,8
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,HUTCHINSON Kerr,1013.0,L,UJVARI Daniel,,R,Loss,14,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,SYMONENKO Oleksiy,,R,AVERBUCH Lev,480.0,R,Loss,12,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,JUNG Jinsun,15.0,R,PETROV Roman,105.0,R,Won,15,8
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,POKORNY Richard,88.0,L,MOTYKA Tomasz,111.0,L,Loss,12,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,SCHWANTES Athos,142.0,R,PITRA Pavel,9.0,R,Won,15,11
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,THOMPSON Soren,,R,ACKERMANN Norman,,R,Loss,12,14
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,MIKOLAJCZAK Krzysztof,,L,CORDEIRO Joao,87.0,L,Loss,10,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,SUN Dongdong,,R,BONNAIRE Jonathan,71.0,R,Won,15,14
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,PADAR Tamas,869.0,R,SVALHEIM Anders,405.0,R,Won,15,12
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,ABAJO Jose Luis,98.0,R,TAGLIARIOL Matteo,64.0,R,Loss,11,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,WATSON Adam,,L,VON DER OSTEN Frederik,148.0,R,Loss,12,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,PETERDI Andras,135.0,R,KNEIP Christoph,23.0,R,Won,15,14
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,KWEON Youngjun,38.0,R,JIANG Chenyang,205.0,L,Won,15,12
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,SAIF Mohannad,46.0,R,NAUMKIN Evgeny,224.0,L,Loss,9,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,KARUCHENKO Dmitriy,76.0,R,CAROZZO Stefano,,L,Won,15,9
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,BIDA Sergey,92.0,L,MARCHAL Virgile,112.0,R,Won,15,11
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,HALLER Rudolf,917.0,R,ALEXANIN Dmitriy,54.0,L,Loss,14,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,BAS Marcel,288.0,R,SPAUTZ Falk,144.0,R,Loss,13,14
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,MAUNZ Florian,1084.0,R,HEIDECKER Pascal,964.0,R,Won,15,4
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,KUCHALSKI Tim,209.0,L,ADAMEK Michal,833.0,R,Loss,8,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,BRZOZOWSKI Seweryn,454.0,R,HERNANDEZ Dimas Ernesto,,R,Won,15,10
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,BUHDEIMA Khaled,115.0,R,TIKHOMIROV Alexey,140.0,R,Loss,3,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,VUORINEN Niko,43.0,L,ROD Max,202.0,L,Won,15,5
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,FEROT Francois Xavier,825.0,R,PIZZO Paolo,16.0,R,Loss,14,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,BARDENET Alexandre,153.0,R,HOFER Nikolaus,1063.0,L,Won,15,5
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,POP Adrian,151.0,R,HERPE Ido,69.0,R,Loss,11,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,BOEHM Constantin,212.0,L,VIDEIRA Joaquim,136.0,R,Won,15,8
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,HEREY Anatoliy,61.0,R,FILE Matyas,294.0,R,Won,15,13
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,GUSTIN Ronan,5.0,R,JIAO Yunlong,19.0,R,Won,15,13
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,GLEBKO Anton,96.0,R,GRUMIER Gauthier,1.0,L,Loss,11,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,LI Guojie,62.0,R,KIM Dongha,,L,Won,15,11
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,HAYASHI Shigeki,971.0,L,ACKERMANN Rouven,,R,Won,15,9
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,GRUNHAUSER Richard,233.0,R,SOBIECKI Jan,406.0,R,Loss,10,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,MORATILLA Miguel,106.0,R,LUCENAY Jean-Michel,22.0,L,Loss,8,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,MINOBE Kazuyasu,18.0,L,SZILAGYI Adrian Ciprian,114.0,R,Won,11,8
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,ANTKIEWICZ Mateusz,285.0,R,LIS Daniel,201.0,R,Loss,11,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,ANOKHIN Vadim,48.0,R,MULTERER Niklas,84.0,R,Won,8,7
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,KEREKES Erwin,,R,STEFFEN Benjamin,13.0,L,Loss,11,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,HIRANO Yoshiki,,R,LUGONES RUGGERI Jesus Andres,133.0,R,Won,11,10
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,LAHTINEN Alexander,132.0,R,ITO Inochi,882.0,L,Won,15,13
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,WRONA Kamil,,R,CUPR Michal,1057.0,R,Loss,11,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,SBARCIA Alin,539.0,R,BORSKY Peer,24.0,R,Loss,9,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,FAVA Alex,94.0,R,BADGER Peregrine,874.0,L,Won,15,14
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,REIZLIN Igor,130.0,R,CIPRIANI Andrea,,R,Won,15,5
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,PARK Kyoungdoo,10.0,R,SOMFAI Peter,75.0,R,Won,15,9
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,CITRO Fabrizio,377.0,L,PRIINITS Sten,55.0,R,Loss,7,15
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,REDLI Andras,60.0,R,STEINBERGER Raphael,942.0,L,Won,15,12
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,KRAWCZYK Pawel,854.0,R,JEFREMENKO Mihails,100.0,R,Won,15,12
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,KUHN Georg,147.0,R,FERREIRA Nicolas,113.0,R,Won,15,9
Men,Epee,2014/2015,Heidenheimer Pokal (Heidenheim),14-02-2014,DONG Chao,126.0,L,TOURCHINE Igor,50.0,L,Loss,8,15
